Nom géographique GMS;Code géographique;Libellé géographique;[DISP] Nbre de ménages fiscaux;[DISP] Nbre de personnes dans les ménages fiscaux;[DISP] Nbre d'unités de consommation dans les ménages fiscaux;[DISP] 1ᵉʳ quartile (€);[DISP] Médiane (€);[DISP] 3ᵉ quartile (€);[DISP] Écart interquartile (€);[DISP] 1ᵉʳ décile (€);[DISP] 2ᵉ décile (€);[DISP]3ᵉ décile (€);[DISP] 4ᵉ décile (€);[DISP] 6ᵉ décile (€);[DISP] 7ᵉ décile (€);[DISP] 8ᵉ décile (€);[DISP] 9ᵉ décile (€);[DISP] Rapport interdécile 9ᵉ décile/1ᵉʳ decile;[DISP] S80/20;[DISP] Iice de Gini;[DISP] Part des revenus d’activité (%);[DISP] dont part des salaires et traitements(%);[DISP] dont part des iemnités de chômage (%);[DISP] dont part des revenus des activités non salariées (%);[DISP] Part des pensions, retraites et rentes (%);[DISP] Part des revenus du patrimoine et autres revenus (%);[DISP] Part de l'ensemble des prestations sociales (%);[DISP] dont part des prestations familiales (%);[DISP] dont part des minima sociaux (%);[DISP] dont part des prestations logement (%);[DISP] Part des impôts (%);[DEC] Nbre de ménages fiscaux;[DEC] Nbre de personnes dans les ménages fiscaux;[DEC] Nbre d'unités de consommation dans les ménages fiscaux;[DEC] Part des ménages fiscaux imposés (%);[DEC] 1ᵉʳ quartile (€);[DEC] Médiane (€);[DEC] 3ᵉ quartile (€);[DEC] Écart interquartile (€);[DEC] 1ᵉʳ décile (€);[DEC] 2ᵉ décile (€);[DEC] 3ᵉ décile  (€);[DEC] 4ᵉ décile (€);[DEC] 6ᵉ décile (€);[DEC] 7ᵉ décile (€);[DEC] 8ᵉ décile (€);[DEC] 9ᵉ décile (€);[DEC] Rapport interdécile D9/D1;[DEC] S80/S20;[DEC] Iice de Gini;[DEC] Part des revenus d’activité (%);[DEC] dont part des salaires et traitements (%);[DEC] dont part des iemnités de chômage (%);[DEC] dont part des revenus des activités non salariées (%);[DEC] Part des pensions, retraites et rentes (%);[DEC] Part des autres revenus (%)
Curciat-Dongalon;01139;Curciat-Dongalon;195;461;310.9;;19790;;;;;;;;;;;;;;;;;;;;;;;;;195;461;310.9;;;18970;;;;;;;;;;;;;;;;;;;
Curtafond;01140;Curtafo;306;769;509.4;;26220;;;;;;;;;;;;;;;;;;;;;;;;;306;769;509.4;;;26400;;;;;;;;;;;;;;;;;;;
Cuzieu;01141;Cuzieu;180;410;285.4;;25670;;;;;;;;;;;;;;;;;;;;;;;;;181;412;286.9;;;25450;;;;;;;;;;;;;;;;;;;
Dagneux;01142;Dagneux;1856;4720;3111;19330;25320;31760;12430;14190;17670;20630;23180;27830;30360;33680;40290;2.8;3.4;0.235;81.7;75.7;2.5;3.5;22.5;8.1;4.1;2.2;1.2;0.7;-16.4;1858;4725;3114.5;64;17990;25490;33250;15260;11470;15830;19950;23060;28320;31450;36030;43440;3,8;4.8;0.291;73.8;68.2;2.4;3.2;20.9;5.3
Divonne-les-Bains;01143;Divonne-les-Bains;4130;9475;6425;26830;46650;73750;46910;15530;23470;30260;37720;55040;67170;82270;109260;7;9;0.4;97.2;90.9;3.2;3.1;16.1;8.3;0.9;0.3;0.4;0.2;-22.5;4184;9608;6513.1;64;26750;50890;83740;56990;13120;22570;30850;40880;62200;76260;94050;122020;9,3;12.4;0.427;81.3;75.9;2.8;2.6;13.8;4.9
Dompierre-sur-Veyle;01145;Dompierre-sur-Veyle;514;1246;833.8;;24100;;;;;;;;;;;;;;;;;;;;;;;;;514;1246;833.8;;;23910;;;;;;;;;;;;;;;;;;;
Dompierre-sur-Chalaronne;01146;Dompierre-sur-Chalaronne;165;424;280.8;;24550;;;;;;;;;;;;;;;;;;;;;;;;;166;425;281.8;;;24310;;;;;;;;;;;;;;;;;;;
Domsure;01147;Domsure;220;520;352;;21490;;;;;;;;;;;;;;;;;;;;;;;;;221;523;353.6;;;20330;;;;;;;;;;;;;;;;;;;
Dortan;01148;Dortan;802;1903;1289;;23960;;;;;;;;;;;;;;;;;;;;;;;;;802;1903;1289;;;23510;;;;;;;;;;;;;;;;;;;
Douvres;01149;Douvres;454;1100;745;;27910;;;;;;;;;;;;;;;;;;;;;;;;;455;1102;746.5;;;28540;;;;;;;;;;;;;;;;;;;
Drom;01150;Drom;92;231;154;;23580;;;;;;;;;;;;;;;;;;;;;;;;;92;231;154;;;24580;;;;;;;;;;;;;;;;;;;
Druillat;01151;Druillat;517;1200;819.3;;24570;;;;;;;;;;;;;;;;;;;;;;;;;518;1202;820.8;;;24920;;;;;;;;;;;;;;;;;;;
Échallon;01152;Échallon;299;739;496.7;;28070;;;;;;;;;;;;;;;;;;;;;;;;;302;748;502.3;;;28300;;;;;;;;;;;;;;;;;;;
Échenevex;01153;Échenevex;758;2061;1320;31290;49930;69940;38650;19580;27420;34860;42220;57730;64490;76900;98550;5;7;0.358;93.1;86.7;3;3.4;19;6.6;0.5;0.2;0.2;0.1;-19.2;775;2107;1349.8;63;31360;53180;77390;46030;16750;27050;36810;45280;63460;72320;85380;112090;6,7;9;0.377;79.7;74.1;2.7;2.9;16.5;3.8
Évosges;01155;Évosges;63;137;95.5;;23720;;;;;;;;;;;;;;;;;;;;;;;;;63;137;95.5;;;23670;;;;;;;;;;;;;;;;;;;
Faramans;01156;Faramans;321;875;561;;26730;;;;;;;;;;;;;;;;;;;;;;;;;321;875;561;;;26620;;;;;;;;;;;;;;;;;;;
Fareins;01157;Fareins;977;2491;1644;21370;27070;34290;12920;16880;20350;22350;24530;30220;32820;36430;44610;2.6;3.4;0.251;76.5;69.9;2.6;4;25.2;13.2;3;1.7;0.9;0.4;-17.9;977;2491;1644;62;20690;27620;36690;16000;14740;19170;21710;24620;31210;34570;38450;49810;3,4;4.5;0.3;67.9;61.9;2.4;3.6;22.9;9.2
Farges;01158;Farges;383;954;632.2;;37990;;;;;;;;;;;;;;;;;;;;;;;;;396;978;650.3;;;38270;;;;;;;;;;;;;;;;;;;
Feillens;01159;Feillens;1497;3420;2350.7;19530;24360;30640;11110;15320;18390;20390;22280;26540;29000;32940;38430;2.5;3.1;0.227;72.7;66.4;2.3;4;28.5;10.6;3.6;1.7;1.3;0.6;-15.4;1500;3426;2354.8;58;18470;24150;31540;13070;13540;17000;19590;21810;26610;29640;34810;42040;3,1;4;0.273;66.1;60.3;2.2;3.6;26.7;7.2
Ferney-Voltaire;01160;Ferney-Voltaire;3704;7669;5396.2;14420;27220;48490;34070;6580;12400;16740;21700;34830;43070;55000;73920;11.2;23.5;0.581;93.1;89.6;2.3;1.2;15;5.4;1.6;0.5;0.7;0.4;-15.1;3958;8148;5748;42;9890;25830;50570;40680;30;7000;12750;19280;34140;44800;58080;79370;2768,3;80.9;0.628;82.8;79.6;2.1;1.1;13.7;3.5
Flaxieu;01162;Flaxieu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Foissiat;01163;Foissiat;865;2070;1400.8;19280;23810;30310;11030;15280;17990;20200;22090;25960;28700;31960;38070;2.5;3.1;0.231;70.6;62.5;2.1;6;28.4;11.3;3.9;1.9;1.4;0.6;-14.2;866;2072;1402.3;52;17950;23540;31080;13130;13410;16990;19010;21240;26240;29400;33020;40310;3,0;4.1;0.277;64.9;57.4;2;5.5;26.9;8.2
Francheleins;01165;Francheleins;593;1660;1058.8;;26140;;;;;;;;;;;;;;;;;;;;;;;;;592;1659;1057.8;;;26460;;;;;;;;;;;;;;;;;;;
Frans;01166;Frans;1011;2636;1726.2;21790;27060;34570;12780;16690;20440;22860;24680;29620;32820;36060;41890;2.5;3.3;0.24;81.1;73.6;3.1;4.4;21.6;10.9;2.9;1.6;0.9;0.4;-16.5;1012;2637;1727.2;65;20990;27250;36740;15760;14880;19360;22390;25050;30400;34800;38820;45520;3,1;4.2;0.284;72.4;65.6;2.9;3.9;19.8;7.8
Garnerans;01167;Garnerans;292;732;485.6;;24530;;;;;;;;;;;;;;;;;;;;;;;;;292;732;485.6;;;24820;;;;;;;;;;;;;;;;;;;
Genouilleux;01169;Genouilleux;271;703;462.1;;25500;;;;;;;;;;;;;;;;;;;;;;;;;271;703;462.1;;;25310;;;;;;;;;;;;;;;;;;;
Béard-Géovreissiat;01170;Béard-Géovreissiat;382;1073;688.8;;24070;;;;;;;;;;;;;;;;;;;;;;;;;382;1073;688.8;;;23930;;;;;;;;;;;;;;;;;;;
Géovreisset;01171;Géovreisset;315;846;556.7;;25370;;;;;;;;;;;;;;;;;;;;;;;;;315;846;556.7;;;25480;;;;;;;;;;;;;;;;;;;
Gex;01173;Gex;5068;11226;7704.8;21330;35280;52560;31230;13510;18960;23920;29300;41300;48180;57890;74270;5.5;7.1;0.364;99.6;94;3.6;2;12.1;5.4;1.7;0.7;0.6;0.4;-18.8;5136;11369;7805.3;60;20630;37070;57830;37200;10070;17390;23700;30330;44480;52710;64260;83560;8,3;10.5;0.4;86.3;81.3;3.3;1.7;10.7;3
Giron;01174;Giron;70;157;108.5;;26560;;;;;;;;;;;;;;;;;;;;;;;;;70;157;108.5;;;25860;;;;;;;;;;;;;;;;;;;
Gorrevod;01175;Gorrevod;349;841;570;;22580;;;;;;;;;;;;;;;;;;;;;;;;;348;839;568.5;;;22950;;;;;;;;;;;;;;;;;;;
Grand-Corent;01177;Gra-Corent;84;183;128.4;;24680;;;;;;;;;;;;;;;;;;;;;;;;;84;183;128.4;;;23940;;;;;;;;;;;;;;;;;;;
Grièges;01179;Grièges;846;1961;1344.9;;24460;;;;;;;;;;;;;;;;;;;;;;;;;846;1961;1344.9;;;24350;;;;;;;;;;;;;;;;;;;
Grilly;01180;Grilly;318;763;513;;55340;;;;;;;;;;;;;;;;;;;;;;;;;325;780;524.4;;;60920;;;;;;;;;;;;;;;;;;;
Groissiat;01181;Groissiat;447;1206;791.8;;25220;;;;;;;;;;;;;;;;;;;;;;;;;447;1206;791.8;;;25590;;;;;;;;;;;;;;;;;;;
Guéreins;01183;Guéreins;573;1474;970.9;;25240;;;;;;;;;;;;;;;;;;;;;;;;;572;1472;969.5;;;25380;;;;;;;;;;;;;;;;;;;
Hautecourt-Romanèche;01184;Hautecourt-Romanèche;364;794;555.5;;24580;;;;;;;;;;;;;;;;;;;;;;;;;364;794;555.5;;;24410;;;;;;;;;;;;;;;;;;;
Plateau d'Hauteville;01185;Plateau d'Hauteville;1978;3861;2814.6;17840;23080;29350;11520;13290;16430;19100;21020;25390;27860;31440;37340;2.8;3.4;0.236;63.5;55.7;2.6;5.2;37.8;8.2;4.7;1.6;2.2;0.9;-14.2;1980;3864;2817.1;54;16520;22880;30300;13780;10110;14720;17750;20300;25590;28500;32840;40590;4,0;5.2;0.295;59;51.7;2.5;4.8;36.2;4.8
Haut Valromey;01187;Haut Valromey;322;645;467.5;;23000;;;;;;;;;;;;;;;;;;;;;;;;;324;647;469.5;;;22780;;;;;;;;;;;;;;;;;;;
Illiat;01188;Illiat;249;655;423;;24070;;;;;;;;;;;;;;;;;;;;;;;;;251;659;425.8;;;23420;;;;;;;;;;;;;;;;;;;
Injoux-Génissiat;01189;Injoux-Génissiat;434;1016;689.2;;28040;;;;;;;;;;;;;;;;;;;;;;;;;437;1019;692.4;;;28410;;;;;;;;;;;;;;;;;;;
Innimond;01190;Innimo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Izenave;01191;Izenave;69;152;105.8;;24140;;;;;;;;;;;;;;;;;;;;;;;;;69;152;105.8;;;25000;;;;;;;;;;;;;;;;;;;
Izernore;01192;Izernore;934;2213;1495.2;18370;23500;29990;11620;14240;16880;19440;21750;25600;28170;31980;38470;2.7;3.3;0.234;82.2;76.4;2.7;3.1;21.4;7.3;4.3;2.2;1.3;0.8;-15.2;934;2213;1495.2;57;16640;23720;30470;13830;11390;15330;18470;21440;25810;28310;33380;40900;3,6;4.7;0.29;75.3;69.8;2.6;2.9;20.1;4.6
Izieu;01193;Izieu;97;212;150.2;;23870;;;;;;;;;;;;;;;;;;;;;;;;;98;213;151.2;;;23030;;;;;;;;;;;;;;;;;;;
Jassans-Riottier;01194;Jassans-Riottier;2598;6032;4115.5;18190;24030;30280;12090;13570;16670;19320;21660;26360;28580;32260;38580;2.8;3.3;0.231;73.3;66.6;3.1;3.6;29.9;6.3;5;2.1;1.9;1;-14.5;2599;6035;4117.3;56;16610;23810;31640;15030;10260;14750;18220;21290;26780;29520;34000;41300;4,0;5.1;0.293;67.9;61.5;3.1;3.3;28.5;3.6
Jasseron;01195;Jasseron;716;1752;1171.7;;25630;;;;;;;;;;;;;;;;;;;;;;;;;716;1752;1171.7;;;25780;;;;;;;;;;;;;;;;;;;
Jayat;01196;Jayat;490;1211;804.7;;23020;;;;;;;;;;;;;;;;;;;;;;;;;491;1212;805.7;;;22740;;;;;;;;;;;;;;;;;;;
Journans;01197;Journans;177;381;266.7;;25780;;;;;;;;;;;;;;;;;;;;;;;;;177;381;266.7;;;25200;;;;;;;;;;;;;;;;;;;
Joyeux;01198;Joyeux;98;253;166.3;;25480;;;;;;;;;;;;;;;;;;;;;;;;;98;253;166.3;;;25840;;;;;;;;;;;;;;;;;;;
Jujurieux;01199;Jujurieux;979;2105;1471.3;17910;23050;29720;11810;13240;16310;19170;21130;25240;27740;31310;37200;2.8;3.4;0.242;77.7;70.3;3.3;4.1;25.2;7.1;4.5;1.9;1.8;0.8;-14.5;979;2105;1471.3;54;16320;22730;30500;14190;10460;15100;17860;20380;25310;28310;32710;40220;3,8;4.9;0.295;71.7;64.7;3.2;3.8;23.9;4.4
Labalme;01200;Labalme;85;208;139.6;;23480;;;;;;;;;;;;;;;;;;;;;;;;;85;208;139.6;;;24250;;;;;;;;;;;;;;;;;;;
Lagnieu;01202;Lagnieu;3302;7273;5046.3;18390;23820;30310;11920;13790;17030;19430;21780;26040;28810;32160;38610;2.8;3.3;0.235;73.8;67.1;2.8;3.9;29.6;6.9;4.6;1.9;1.9;0.8;-14.9;3306;7278;5050.8;55;16920;23700;31650;14740;10780;15390;18410;21150;26350;29530;34090;42120;3,9;4.8;0.293;68.1;61.8;2.7;3.6;28;3.9
Laiz;01203;Laiz;542;1298;877.5;;24820;;;;;;;;;;;;;;;;;;;;;;;;;542;1298;877.5;;;24970;;;;;;;;;;;;;;;;;;;
Le Poizat-Lalleyriat;01204;Le Poizat-Lalleyriat;286;688;462.9;;25910;;;;;;;;;;;;;;;;;;;;;;;;;286;688;462.9;;;26160;;;;;;;;;;;;;;;;;;;
Lantenay;01206;Lantenay;115;279;188.1;;24700;;;;;;;;;;;;;;;;;;;;;;;;;115;279;188.1;;;25280;;;;;;;;;;;;;;;;;;;
Lapeyrouse;01207;Lapeyrouse;131;352;227.6;;27830;;;;;;;;;;;;;;;;;;;;;;;;;131;352;227.6;;;27590;;;;;;;;;;;;;;;;;;;
Lavours;01208;Lavours;68;130;95;;22170;;;;;;;;;;;;;;;;;;;;;;;;;68;130;95;;;22100;;;;;;;;;;;;;;;;;;;
Léaz;01209;Léaz;284;713;468.2;;31670;;;;;;;;;;;;;;;;;;;;;;;;;290;723;476;;;32040;;;;;;;;;;;;;;;;;;;
Lélex;01210;Lélex;109;203;150.1;;24020;;;;;;;;;;;;;;;;;;;;;;;;;109;203;150.1;;;23230;;;;;;;;;;;;;;;;;;;
Lent;01211;Lent;635;1481;1007.6;;24780;;;;;;;;;;;;;;;;;;;;;;;;;635;1481;1007.6;;;24730;;;;;;;;;;;;;;;;;;;
Lescheroux;01212;Lescheroux;288;697;467.5;;22570;;;;;;;;;;;;;;;;;;;;;;;;;288;697;467.5;;;21590;;;;;;;;;;;;;;;;;;;
Leyment;01213;Leyment;542;1424;925.8;;24160;;;;;;;;;;;;;;;;;;;;;;;;;543;1425;926.8;;;23790;;;;;;;;;;;;;;;;;;;
Leyssard;01214;Leyssard;71;153;108.3;;26540;;;;;;;;;;;;;;;;;;;;;;;;;71;153;108.3;;;25710;;;;;;;;;;;;;;;;;;;
Surjoux-Lhopital;01215;Surjoux-Lhopital;54;132;88.6;;23850;;;;;;;;;;;;;;;;;;;;;;;;;54;132;88.6;;;24340;;;;;;;;;;;;;;;;;;;
Lhuis;01216;Lhuis;360;806;563.7;;24130;;;;;;;;;;;;;;;;;;;;;;;;;361;807;564.7;;;24000;;;;;;;;;;;;;;;;;;;
Lompnas;01219;Lompnas;78;155;111.9;;22500;;;;;;;;;;;;;;;;;;;;;;;;;78;155;111.9;;;22780;;;;;;;;;;;;;;;;;;;
Loyettes;01224;Loyettes;1328;3408;2219.6;18800;23420;29930;11130;14640;17660;19880;21780;25690;28360;31550;36500;2.5;2.9;0.211;82.4;76;3.4;3;21.7;5.9;4.4;2.7;1.2;0.5;-14.4;1329;3409;2220.6;58;17350;23240;30970;13620;12460;15930;18750;21060;25840;28710;32740;38710;3,1;3.9;0.258;76.3;70.1;3.4;2.8;20.6;3.1
Lurcy;01225;Lurcy;151;352;242.1;;28430;;;;;;;;;;;;;;;;;;;;;;;;;151;352;242.1;;;29010;;;;;;;;;;;;;;;;;;;
Magnieu;01227;Magnieu;273;661;446.5;;25450;;;;;;;;;;;;;;;;;;;;;;;;;273;661;446.5;;;25050;;;;;;;;;;;;;;;;;;;
Maillat;01228;Maillat;267;625;428.1;;26830;;;;;;;;;;;;;;;;;;;;;;;;;267;625;428.1;;;27180;;;;;;;;;;;;;;;;;;;
Malafretaz;01229;Malafretaz;517;1198;816;;24580;;;;;;;;;;;;;;;;;;;;;;;;;517;1198;816;;;24840;;;;;;;;;;;;;;;;;;;
Mantenay-Montlin;01230;Mantenay-Montlin;143;317;220.2;;21030;;;;;;;;;;;;;;;;;;;;;;;;;142;316;219.2;;;20310;;;;;;;;;;;;;;;;;;;
Manziat;01231;Manziat;834;2061;1379;20450;25260;31510;11050;15810;18990;21250;23190;27220;29670;32850;37670;2.4;2.9;0.215;71.9;65.1;1.5;5.3;30.3;10.4;2.8;1.6;0.8;0.4;-15.4;835;2063;1380.5;59;19430;25210;32940;13500;15100;17770;20580;22800;27760;31040;34490;40870;2,7;3.5;0.257;64.9;58.6;1.5;4.8;28.1;7
Marboz;01232;Marboz;973;2214;1527.2;20240;24540;30810;10570;15200;18890;20930;22350;26780;29170;32710;37740;2.5;3.2;0.231;70.3;61.7;2.2;6.4;33;8.5;3.4;1.6;1.3;0.5;-15.2;975;2217;1529.7;57;18910;24570;32030;13120;13230;17150;20060;21960;27050;29700;33840;41100;3,1;4.1;0.277;64.1;56.2;2.1;5.8;31;4.9
Marchamp;01233;Marchamp;54;119;84;;24140;;;;;;;;;;;;;;;;;;;;;;;;;54;119;84;;;22840;;;;;;;;;;;;;;;;;;;
Marignieu;01234;Marignieu;68;144;102.8;;23750;;;;;;;;;;;;;;;;;;;;;;;;;68;144;102.8;;;24190;;;;;;;;;;;;;;;;;;;
Marlieux;01235;Marlieux;468;1186;774;;22870;;;;;;;;;;;;;;;;;;;;;;;;;468;1186;774;;;22660;;;;;;;;;;;;;;;;;;;
Marsonnas;01236;Marsonnas;409;980;658.2;;24430;;;;;;;;;;;;;;;;;;;;;;;;;408;979;657.2;;;23820;;;;;;;;;;;;;;;;;;;
Martignat;01237;Martignat;648;1659;1099;;24590;;;;;;;;;;;;;;;;;;;;;;;;;648;1659;1099;;;24570;;;;;;;;;;;;;;;;;;;
Massieux;01238;Massieux;1060;2843;1846.7;22870;28590;36480;13610;17560;21320;23970;26310;31200;34870;38410;45930;2.6;3.2;0.229;83.7;76.2;2.7;4.8;22.8;7.8;3;1.7;0.9;0.4;-17.3;1060;2841;1845.7;73;22620;29120;39160;16530;15770;20590;23770;26590;32860;36800;41850;51030;3,2;4.1;0.272;74.2;67.5;2.5;4.2;20.7;5.1
Massignieu-de-Rives;01239;Massignieu-de-Rives;257;607;411.9;;23900;;;;;;;;;;;;;;;;;;;;;;;;;256;606;410.9;;;23190;;;;;;;;;;;;;;;;;;;
Matafelon-Granges;01240;Matafelon-Granges;279;622;433;;24660;;;;;;;;;;;;;;;;;;;;;;;;;279;622;433;;;24960;;;;;;;;;;;;;;;;;;;
Meillonnas;01241;Meillonnas;584;1346;920.3;;26000;;;;;;;;;;;;;;;;;;;;;;;;;585;1347;921.3;;;25850;;;;;;;;;;;;;;;;;;;
Mérignat;01242;Mérignat;59;127;88.5;;20070;;;;;;;;;;;;;;;;;;;;;;;;;59;127;88.5;;;18700;;;;;;;;;;;;;;;;;;;
Messimy-sur-Saône;01243;Messimy-sur-Saône;505;1289;856.4;;27580;;;;;;;;;;;;;;;;;;;;;;;;;507;1293;859.4;;;28440;;;;;;;;;;;;;;;;;;;
Meximieux;01244;Meximieux;3395;7862;5329.4;18820;24890;32010;13180;14110;17550;19960;22250;27480;30410;34090;40680;2.9;3.4;0.239;80.6;75;2.6;3;23.4;6.6;5.1;2.2;2;0.9;-15.7;3396;7863;5330.4;57;17110;24790;33530;16420;10650;15340;18590;21560;27930;31330;36050;44440;4,2;5.2;0.303;74;68.7;2.6;2.7;22;4
Bohas-Meyriat-Rignat;01245;Bohas-Meyriat-Rignat;392;906;619.1;;25140;;;;;;;;;;;;;;;;;;;;;;;;;392;906;619.1;;;25420;;;;;;;;;;;;;;;;;;;
Mézériat;01246;Mézériat;936;2217;1500.7;17960;23740;29480;11520;13970;16950;19420;21680;25790;27640;31320;37700;2.7;3.2;0.229;72.4;65.1;3.1;4.2;29.5;7.3;4.7;2.3;1.7;0.7;-13.9;937;2217;1502;50;16730;23280;30590;13870;10740;15000;18170;20880;25840;28070;32160;39480;3,7;4.6;0.282;67.2;60.3;3.1;3.8;28.3;4.5
Mijoux;01247;Mijoux;138;294;207.2;;31560;;;;;;;;;;;;;;;;;;;;;;;;;139;295;208.2;;;31880;;;;;;;;;;;;;;;;;;;
Mionnay;01248;Mionnay;913;2303;1534.2;22880;29130;36990;14110;17560;21200;24100;26250;32190;35270;39780;47240;2.7;3.3;0.241;84.4;76.7;2.3;5.4;21.6;9.7;2.4;1.2;0.8;0.4;-18.1;913;2303;1534.2;71;22830;30680;40190;17360;16400;20870;24270;26860;33680;37360;43560;53430;3,3;4.2;0.282;73.9;67.1;2.1;4.7;19.3;6.8
Miribel;01249;Miribel;4028;9403;6361.1;20310;26720;34750;14440;14130;18580;21480;24030;29700;32740;37120;44710;3.2;3.7;0.25;82.6;76.2;2.5;3.9;23.1;7.8;3.9;1.8;1.4;0.7;-17.4;4033;9413;6368.6;64;19200;27150;37170;17980;11030;17250;20830;23770;30710;34600;40030;50160;4,5;5.4;0.305;74;68.2;2.3;3.5;21.2;4.8
Misérieux;01250;Misérieux;716;1979;1267.2;;27460;;;;;;;;;;;;;;;;;;;;;;;;;717;1984;1270.2;;;27650;;;;;;;;;;;;;;;;;;;
Mogneneins;01252;Mogneneins;327;872;563.3;;26260;;;;;;;;;;;;;;;;;;;;;;;;;328;873;564.3;;;27030;;;;;;;;;;;;;;;;;;;
Montagnat;01254;Montagnat;859;2251;1467.4;21090;27200;35330;14240;16430;19810;22740;25060;29880;33100;37730;47220;2.9;3.8;0.271;77.8;70.8;1.9;5.1;25.8;12.6;2.9;1.6;0.9;0.4;-19.1;860;2253;1468.9;71;20450;27740;37090;16640;14470;18810;22200;25090;30720;34540;40820;52670;3,6;5.2;0.326;68.4;62.2;1.7;4.5;23.2;8.4
Montagnieu;01255;Montagnieu;264;590;406.1;;22080;;;;;;;;;;;;;;;;;;;;;;;;;264;590;406.1;;;21940;;;;;;;;;;;;;;;;;;;
Montanges;01257;Montanges;145;356;236.5;;30110;;;;;;;;;;;;;;;;;;;;;;;;;145;356;236.5;;;30790;;;;;;;;;;;;;;;;;;;
Montceaux;01258;Montceaux;473;1223;803.9;;27440;;;;;;;;;;;;;;;;;;;;;;;;;473;1223;803.9;;;28060;;;;;;;;;;;;;;;;;;;
Montcet;01259;Montcet;263;673;442.1;;24810;;;;;;;;;;;;;;;;;;;;;;;;;263;673;442.1;;;25430;;;;;;;;;;;;;;;;;;;
Le Montellier;01260;Le Montellier;120;343;215.6;;28850;;;;;;;;;;;;;;;;;;;;;;;;;120;343;215.6;;;29240;;;;;;;;;;;;;;;;;;;
Monthieux;01261;Monthieux;260;687;446.2;;28010;;;;;;;;;;;;;;;;;;;;;;;;;260;687;446.2;;;28330;;;;;;;;;;;;;;;;;;;
Montluel;01262;Montluel;2980;6928;4716.5;17350;23590;31040;13690;12950;15800;18900;21380;26270;29330;33050;40130;3.1;3.7;0.253;81;73.4;3.3;4.3;22.7;6.9;5;2.2;1.9;0.9;-15.6;2981;6929;4717.5;56;15940;23680;32600;16660;9000;14010;17580;20770;26860;30410;35090;43750;4,9;6;0.316;74.6;67.4;3.2;4;21.5;3.9
Montmerle-sur-Saône;01263;Montmerle-sur-Saône;1651;3927;2660.7;20630;25970;32530;11900;15840;19340;21740;24020;28240;30840;34620;40390;2.6;3.2;0.228;75.2;69.3;2.9;3;27.7;10.1;3.4;1.8;1;0.6;-16.4;1652;3929;2662.2;61;19840;26160;33950;14110;13690;18300;21140;23680;29060;32300;36990;45180;3,3;4.2;0.276;67.6;62.2;2.7;2.7;25.5;6.9
Montracol;01264;Montracol;409;1005;675.7;;25180;;;;;;;;;;;;;;;;;;;;;;;;;410;1006;676.7;;;25380;;;;;;;;;;;;;;;;;;;
Montréal-la-Cluse;01265;Montréal-la-Cluse;1522;3452;2376;15590;21010;27090;11500;12120;14580;16560;19160;22960;25450;29320;35590;2.9;3.6;0.255;72.1;66.9;3.6;1.6;26.9;7.6;6.7;2.8;2.6;1.3;-13.3;1522;3452;2376;45;13620;20270;27800;14180;7720;11840;15020;17880;22780;25890;30370;37300;4,8;6.5;0.33;68.6;63.5;3.6;1.5;26.4;5
Montrevel-en-Bresse;01266;Montrevel-en-Bresse;1256;2471;1806.5;18070;22720;28230;10160;13140;16860;19060;20730;24720;27100;29630;34030;2.6;3.1;0.216;64.7;58.6;2.7;3.4;36.4;7;4.9;1.5;2.4;1;-13;1257;2473;1808;49;16530;22310;28820;12290;10450;15200;17730;19950;24650;27500;30580;36240;3,5;4.5;0.271;61;55.2;2.7;3.1;35.3;3.7
Nurieux-Volognat;01267;Nurieux-Volognat;398;975;659.4;;25120;;;;;;;;;;;;;;;;;;;;;;;;;398;975;659.4;;;25140;;;;;;;;;;;;;;;;;;;
Murs-et-Gélignieux;01268;Murs-et-Gélignieux;99;246;163.4;;24830;;;;;;;;;;;;;;;;;;;;;;;;;99;246;163.4;;;23810;;;;;;;;;;;;;;;;;;;
Nantua;01269;Nantua;1398;3071;2123.4;12850;18370;24550;11700;9360;11990;13890;16110;20740;23130;26430;32430;3.5;5.1;0.324;68.5;60.1;4.5;3.9;24.5;12.6;8;3.1;3.1;1.8;-13.6;1398;3071;2123.4;42;9370;16970;24990;15620;4770;7810;10740;14090;20340;23140;26940;34170;7,2;10.8;0.418;65.6;57.4;4.5;3.7;24.2;10.2
Neuville-les-Dames;01272;Neuville-les-Dames;686;1556;1070.9;;23200;;;;;;;;;;;;;;;;;;;;;;;;;686;1556;1070.9;;;22670;;;;;;;;;;;;;;;;;;;
Neuville-sur-Ain;01273;Neuville-sur-Ain;747;1787;1203;;23060;;;;;;;;;;;;;;;;;;;;;;;;;746;1784;1201.4;;;22640;;;;;;;;;;;;;;;;;;;
Les Neyrolles;01274;Les Neyrolles;244;620;406.7;;20810;;;;;;;;;;;;;;;;;;;;;;;;;244;620;406.7;;;20430;;;;;;;;;;;;;;;;;;;
